File name,Tank,Fish ID,Date,Time,Observer,Recorder,Time Period,Bin,Activity,Exploration,Freeze,Unfreeze,Plant,Open,Freeze in Plant,Freeze in Open,Edge,Away From Edge,Looking,Reaction
27-002_E10_after,27-002,E10,03/12/18,1207,AF , BF,after,1,29,9,101612,196490,12750,285352,0,101612,168613,129489,0,freeze
27-002_E11_after,27-002,E11,03/12/18,1533,AF , BF,after,0,1,1,222686,77313,61042,238954,37635,185048,0,299997,0,none
27-002_E11_after,27-002,E11,03/12/18,1533,AF , BF,after,1,1,1,271528,28472,3e+05,0,271528,0,0,3e+05,0,none
27-002_E12_after,27-002,E12,03/12/18,1613,AF , BF,after,0,9,8,157834,142163,211191,88807,121822,36012,66519,233477,4444,none
27-002_E12_after,27-002,E12,03/12/18,1613,AF , BF,after,1,38,8,8537,291463,0,3e+05,0,8537,285145,14855,0,none
27-002_E13_after,27-002,E13,3/13/18,1328,AF,BF,after,0,1,1,295043,0,296534,0,295043,0,0,294208,0,none
27-002_E13_after,27-002,E13,3/13/18,1328,AF,BF,after,1,1,1,3e+05,0,3e+05,0,3e+05,0,0,3e+05,0,none
27-002_E14_after,27-002,E14,3/13/18,1353,AF,BF,after,0,17,8,51944,248053,6730,293266,0,51943,186462,113536,0,none
27-002_E14_after,27-002,E14,3/13/18,1353,AF,BF,after,1,30,8,4841,295159,0,3e+05,0,4841,267493,32507,872,none
27-002_E9_after,27-002,E9,03/12/18,1137,AF , BF,after,0,1,1,299997,0,0,299996,0,299996,299999,0,0,none
27-002_E9_after,27-002,E9,03/12/18,1137,AF , BF,after,1,1,1,3e+05,0,0,3e+05,0,3e+05,3e+05,0,0,none
29-028_E10_after,29-028,E10,03/16/18,1654,SR,GZ,after,0,2,2,284035,15962,162846,137152,160629,123406,49172,250824,0,freeze
29-028_E10_after,29-028,E10,03/16/18,1654,SR,GZ,after,1,1,1,278044,11564,0,289608,0,278044,82791,206817,0,freeze
29-028_E11_after,29-028,E11,03/16/18,1720,SR,GZ,after,0,30,9,158996,141002,38829,261168,27071,131925,247358,52638,0,jerky swim
29-028_E11_after,29-028,E11,03/16/18,1720,SR,GZ,after,1,26,8,0,3e+05,0,3e+05,0,0,3e+05,0,0,jerky swim
29-028_E6_after,29-028,E6,03/13/18,1604,AP,SR,after,0,8,8,46217,253779,160881,139113,38057,8160,91754,208243,0,other swim
29-028_E6_after,29-028,E6,03/13/18,1604,AP,SR,after,1,7,4,11215,279975,107462,183728,11215,0,152649,138541,0,other swim
29-028_E7_after,29-028,E7,03/13/18,1636,SR,AP,after,0,20,9,183649,116347,26143,273855,1544,182105,161238,138761,0,freeze
29-028_E7_after,29-028,E7,03/13/18,1636,SR,AP,after,1,31,9,99408,200592,22148,277852,0,99408,260111,39889,0,freeze
29-028_E8_after,29-028,E8,03/13/18,1730,AP,SR,after,0,6,6,127843,172155,255995,44001,127843,0,22855,277144,9608,Other Swim
29-028_E8_after,29-028,E8,03/13/18,1730,AP,SR,after,1,2,2,215337,74393,278867,10863,211985,3352,0,289730,0,Other Swim
29-028_E9_after,29-028,E9,03/15/18,1720,AP,GZ,after,0,20,8,138503,158663,164689,135309,129699,8804,60800,236365,0,fast start
29-028_E9_after,29-028,E9,03/15/18,1720,AP,GZ,after,1,1,1,281514,18486,3e+05,0,281514,0,0,3e+05,0,fast start
30-002_E10_after,30-002,E10,03/16/18,1239,AM,KJ,after,0,1,1,289859,9406,298262,0,289859,0,0,298263,0,none
