Tank,Fry Number,File,Color,Color Number,Time Period,Photo,Mean Dist Shoal,Shoal Mean Sep,Shoal Centroid Size,Shoal Var Sep,Min Dist Fish,Dist Plant,Dist Edge,Dist Sculpin,Dist Moved
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092829,58.97169,81.23623,104.0215,737.1803,39.59681,14.89244,53.76377,NA,82.38961
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092830,92.44859,119.2573,151.9953,1415.301,26.83287,72.99879,55.07657,NA,129.6499
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092831,113.7746,115.358,160.6828,4686.208,49.37543,73.39907,61.89794,NA,14.493
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092832,100.6642,86.26149,108.9375,564.6486,40.9121,37.2684,105.551,NA,65.66636
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092833,138.3026,105.8957,142.954,2892.001,48.26121,31.32692,87.12081,NA,117.2751
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092834,107.3646,101.6814,137.149,2640.961,29.14797,47.90948,97.02391,NA,112.1169
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092835,82.28172,100.1528,128.2403,1119.77,33.43653,73.6184,33.0111,NA,106.9981
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092836,70.74651,89.87441,115.3536,952.2778,41.60503,25.21133,42.76119,NA,84.1422
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092837,90.19387,99.47658,143.9062,4692.496,65.26258,50.38077,30.47942,NA,36.32807
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092838,96.89232,70.99321,90.63801,524.1575,48.69452,56.32126,61.57025,NA,75.56912
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092839,129.4411,126.8085,166.5198,2886.611,43.05847,96.69666,54.26879,NA,78.13357
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092840,151.5823,155.2949,198.5109,2585.471,60.58802,81.71732,61.94825,NA,118.2088
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092841,139.889,101.4437,135.8131,2407.172,97.82931,31.60622,85.65988,NA,106.0465
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092842,63.60289,75.9993,100.1069,1086.04,17.68133,0.7980893,68.99677,NA,143.0454
07-081,2,07-081-2 BF.TPS,teal,1,Before,G0092843,114.8539,117.694,159.4624,3720.357,48.70783,22.53333,28.15478,NA,43.71585
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092844,63.71134,99.42978,127.4301,1127.203,24.12191,15.14268,38.44294,165.8927,NA
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092845,59.14799,77.21726,101.3435,1061.4,40.74635,21.48921,48.78099,144.8818,21.79273
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092846,89.03623,46.91661,60.62676,299.0817,60.40273,65.79627,45.21965,117.0035,56.48216
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092847,125.109,73.9931,101.979,1749.8,102.7197,62.02023,57.99001,95.88411,37.92165
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092848,57.73708,84.05363,115.0271,2106.965,26.38191,9.947341,35.45351,132.3717,120.3178
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092849,79.33884,85.46544,114.864,1789.782,36.007,40.76517,18.58608,127.6469,67.40932
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092850,85.09655,92.98563,123.7149,1868.705,45.02101,29.16389,32.97147,118.8184,13.8346
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092851,61.63293,70.56981,90.73623,610.3326,39.12201,45.27188,66.30291,94.41889,143.0159
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092852,107.6042,77.72471,98.19023,463.701,60.76485,69.58735,48.60749,113.3429,34.63443
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092853,63.25781,69.15758,88.17901,481.1063,35.12683,65.46751,13.90186,155.2249,58.44989
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092854,37.86542,59.04153,75.47836,374.5034,18.70454,21.94915,27.09818,153.4155,70.48276
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092855,63.6135,76.98491,105.5502,1800.673,46.94229,30.74783,35.48092,115.72,103.655
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092856,63.24778,90.25078,120.1944,1783.108,42.75162,28.92585,59.46138,86.44673,54.78084
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092857,76.53876,100.2434,130.1446,1491.6,34.36023,77.25312,39.27138,114.4342,58.47922
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092858,113.4068,98.90669,134.9374,2827.436,37.2793,101.0078,28.06087,74.87643,108.0718
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092859,93.42008,107.7622,141.643,2114.951,32.75085,77.00817,38.99322,123.1646,135.1238
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092860,112.8097,109.994,150.627,3632.383,47.83401,15.25387,55.00154,130.9245,183.4903
07-081,2,07-081-2 BF.TPS,teal,1,After,G0092861,148.1389,130.5871,177.31,4687.459,51.47823,55.96554,52.91789,101.3328,76.18718
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073001,103.7861,91.16392,128.8163,3301.887,54.02502,87.55595,74.97421,NA,NA
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073002,191.9807,58.55103,78.87002,862.5161,177.7866,149.7534,13.08303,NA,65.15303
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073003,248.1104,96.79161,126.6978,1599.53,228.2571,123.0262,13.9012,NA,92.51112
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073004,213.5032,170.7342,225.8685,5833.072,50.90446,124.3263,11.63565,NA,103.4034
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073005,106.3495,114.4445,147.3731,1658.01,17.6729,125.5135,12.32707,NA,32.78591
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073006,102.4049,151.5767,198.2912,3884.939,38.22461,44.85372,90.16932,NA,81.26762
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073007,89.49894,150.7201,204.9392,6340.198,25.12484,62.73214,47.14992,NA,169.6587
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073008,127.3488,177.6257,244.1,9806.788,44.69069,129.5037,4.246107,NA,72.7726
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073009,217.8744,133.515,176.9582,3659.869,158.296,141.8818,27.79878,NA,54.90769
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073010,136.3488,162.8712,227.0662,9414.845,61.4817,84.25466,47.94649,NA,169.5071
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073011,125.3337,154.4176,204.2631,4764.991,98.81648,31.60152,76.78383,NA,94.93942
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073012,149.5923,199.4592,258.9282,5894.285,114.0526,67.76742,49.02923,NA,178.0465
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073013,74.83306,104.5015,139.4573,2454.002,9.469137,105.1901,10.48423,NA,38.91897
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073014,84.32951,93.78004,126.7989,2308.726,44.4249,79.58027,75.33646,NA,95.03933
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073015,132.3671,175.411,235.3371,7384,55.55522,63.01027,71.86696,NA,121.6176
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073016,205.7531,182.6533,252.012,10773.38,122.6902,31.45803,61.54882,NA,112.4693
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073017,138.9166,165.4415,225.9192,7986.541,75.95182,57.15051,28.25387,NA,105.1404
07-081,3,07-081-3 DWL.TPS,yellow,3,Before,G0073018,138.1114,133.865,204.3068,11889.23,125.9139,77.58057,1.971645,NA,39.90682
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073019,75.79177,103.8561,148.26,4641.512,25.96265,55.32686,27.81107,158.3635,NA
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073020,59.94153,86.644,115.8409,1726.673,19.29206,50.74503,52.11341,160.4385,35.90437
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073021,43.87818,60.06207,75.8817,277.4832,28.96443,75.30763,33.13303,169.8733,64.10279
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073022,96.63343,89.99393,114.4977,769.0868,40.93701,80.82245,43.99739,144.6162,45.473
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073023,72.99252,76.87894,104.4751,1639.584,32.20842,128.0653,33.57591,108.4108,83.86572
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073024,86.38227,129.2788,165.2739,1796.779,20.71118,91.72971,23.63282,201.3986,224.3913
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073025,124.2433,139.9516,201.3288,8922.906,94.57251,16.66846,119.8607,72.27421,148.1844
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073026,85.68226,142.9897,219.639,14057.76,18.08803,98.20499,26.51354,33.46276,158.2933
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073027,100.6508,120.91,169.2796,5381.393,65.5389,27.3625,21.03078,100.8415,138.9509
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073028,86.9673,112.6078,149.4556,2652.959,37.98286,58.49866,15.59903,147.9203,108.7903
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073030,184.062,178.9687,241.4309,8195.346,74.30943,90.24625,55.85297,78.85763,202.3437
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073033,189.0541,215.945,302.7285,17356.95,22.54159,66.27216,37.20796,172.771,180.0225
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073034,99.53238,43.27175,57.2929,379.0472,66.68101,44.74345,76.90066,38.93933,179.7017
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073035,132.972,156.7524,211.7028,6368.892,29.20007,56.04085,6.324553,87.67524,196.4978
07-081,3,07-081-3 DWL.TPS,yellow,3,After,G0073036,151.4428,170.4177,230.9421,7816.776,73.16691,110.031,8.98431,57.33643,127.5747
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083060,156.9143,142.4011,202.1562,8360.025,88.74813,154.9171,0.7766691,NA,NA
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083061,148.2102,134.1683,183.678,5388.751,82.71395,76.63389,1.509573,NA,240.4342
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083062,107.4053,60.76748,81.76727,917.4859,92.05253,4.283823,75.61867,NA,104.7442
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083063,97.31709,124.1175,159.1592,1779.146,19.54437,75.35176,1.685768,NA,97.21224
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083064,69.38149,89.73722,126.6288,3164.565,30.72357,67.64001,0.4912087,NA,114.1899
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083065,124.7478,63.96025,84.9353,862.1073,91.12543,134.9483,1.15779,NA,145.7444
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083066,143.8996,136.645,194.4209,7833.345,78.65008,149.6794,10.88877,NA,53.44126
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083067,129.5236,115.2387,157.4852,3905.325,30.87741,154.9921,5.799361,NA,6.058241
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083068,198.4856,152.8437,202.5688,4793.869,105.4749,133.5342,1.574765,NA,58.78621
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083069,112.4394,85.5978,110.4103,959.9696,64.41778,127.969,1.709456,NA,7.253534
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083070,88.07604,72.77735,102.8868,2112.705,49.59735,122.0366,0.694674,NA,85.25337
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083071,174.867,136.6241,181.6764,4005.681,140.225,128.0397,0.8817466,NA,35.6714
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083072,224.0283,134.7627,177.4705,3403.459,154.8368,137.8878,0.8817466,NA,39.39362
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083073,148.9079,176.4839,241.0952,9125.654,24.36756,140.6629,1.15779,NA,14.97493
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083074,171.8401,98.84181,135.6201,2990.606,100.3611,156.9357,0.8817466,NA,34.47124
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083075,183.4102,123.6161,157.7283,1565.459,105.0084,158.2521,0.347337,NA,8.640093
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083076,146.9665,103.1284,133.6188,1520.647,107.3631,159.9113,0.810453,NA,1.146154
07-081,4,07-081-4 DWL.TPS,green,4,Before,G0083077,199.9826,109.847,144.5691,2240.523,134.4491,163.1663,1.657703,NA,10.43618
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083078,128.8341,120.6051,152.1162,1056.75,49.92425,89.24886,0.578895,148.6323,NA
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083079,110.6804,114.8332,147.6151,1608.16,32.34195,92.94509,0.347337,181.2987,50.36799
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083080,98.95816,82.28091,109.2258,1420.039,47.70109,100.0701,1.246978,197.2582,23.61438
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083081,114.4708,56.02674,71.61919,336.6516,96.36159,95.70183,0.578895,202.392,6.520732
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083082,163.2149,71.18247,96.37174,1349.677,91.99718,99.71449,1.15779,213.2126,17.83335
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083083,200.4518,48.69529,66.67131,710.5738,160.9632,98.99545,1.273569,224.0558,26.37246
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083084,239.843,40.385,55.00621,463.4083,214.7056,103.5725,0.810453,226.2399,4.283823
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083085,244.6338,51.9764,66.50327,296.2931,226.1087,100.834,0,223.487,3.126033
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083086,65.551,88.94904,122.0962,2431.662,23.02169,72.13032,1.620906,201.5762,69.48631
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083087,92.0151,56.18422,78.60942,1155.553,67.12187,71.7502,1.509573,199.5852,31.60958
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083088,126.9218,85.71916,112.9973,1397.388,89.61265,70.95666,0,199.2859,6.380463
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083089,124.765,148.7546,201.4331,5906.708,24.06867,78.15254,1.620906,200.7641,16.5564
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083090,109.3439,149.4937,203.2321,6224.569,90.69657,71.90333,1.042011,202.8364,7.757193
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083091,63.09687,88.98875,118.5159,1734.017,32.42329,78.86581,1.320084,202.0545,8.10453
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083092,113.1571,114.4974,156.4393,3846.998,48.96398,75.99769,0.463116,206.2056,7.641414
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083093,137.103,144.1606,198.0255,6432.547,58.68636,74.9895,0.347337,204.7907,17.36685
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083094,87.58564,90.19982,124.8557,2707.949,57.55626,76.99652,1.273569,206.2571,0.810453
07-081,4,07-081-4 DWL.TPS,green,4,After,G0083095,93.43768,98.79566,129.518,1707.227,28.39207,74.56069,1.273569,207.3674,7.757193
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103178,318.7651,60.38643,87.40086,1735.303,309.9891,160.9021,3.040755,NA,NA
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103179,208.7154,155.5287,220.6954,9938.164,74.75794,68.46776,3.971959,NA,350.3196
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103180,57.10841,61.18109,83.27917,1056.585,29.53928,59.1051,18.44692,NA,88.59923
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103181,159.3639,174.0068,229.6868,5870.767,31.32623,129.0352,20.502,NA,206.0593
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103182,190.057,27.99846,36.68168,135.7399,165.371,177.5825,33.40006,NA,157.6727
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103183,273.547,155.6632,201.1187,3281.744,192.3754,139.4773,16.45767,NA,191.1685
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103184,114.7676,119.2239,164.9167,4700.8,43.35853,103.3989,3.579866,NA,45.96976
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103185,42.61593,49.93792,65.87447,479.0009,19.94497,104.961,6.082776,NA,6.433101
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103186,281.0475,56.63615,76.19744,795.6549,262.3307,44.76539,6.924514,NA,170.1278
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103187,129.6704,172.4576,281.5706,27735.62,61.47524,53.73069,19.97606,NA,37.14319
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103188,165.9501,101.6105,148.8537,5336.301,73.66905,155.0322,5.978809,NA,302.2027
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103189,33.17506,49.97027,65.28487,413.2579,11.23576,71.75089,5.332685,NA,299.6224
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103190,129.9286,161.1044,225.9788,9707.588,27.15954,219.6177,7.719904,NA,347.7564
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103191,268.8792,72.85055,108.8903,3117.026,184.6426,125.2792,15.28107,NA,188.4334
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103192,104.6268,16.36462,21.51581,48.98322,91.87786,78.66615,23.81774,NA,223.216
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103193,161.3971,180.6862,249.2298,10515.38,64.12599,156.6878,3.668173,NA,310.9671
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103194,257.174,174.3622,269.0738,21437.94,179.6522,104.3359,13.31937,NA,369.3185
11-082,1,11-082-1 BF.TPS,purple,2,Before,G0103195,229.6073,189.6361,261.9758,11750.83,102.3498,69.9157,20.96338,NA,42.88475
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103196,192.9377,71.427,103.2577,2407.539,137.9795,184.4416,1.133532,54.21619,NA
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103197,124.2231,107.9697,149.5984,3914.802,49.58473,181.2591,1.540333,52.1875,1.668834
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103198,148.9628,104.0099,147.044,4315.873,29.97493,178.0434,2.141176,50.81819,7.151927
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103199,250.1071,102.1665,140.932,3363.874,188.2252,177.4657,3.246307,50.54362,0.5262359
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103200,315.6448,164.3701,236.8679,12464.11,253.1835,178.2581,1.293366,52.48768,0.7850216
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103201,268.5343,108.1501,171.824,9583.07,245.2528,175.7827,2.43686,49.29645,7.644465
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103202,225.7371,188.1505,247.6316,6576.39,103.6735,178.4346,2.019144,49.74546,7.746727
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103203,308.4276,183.5191,248.8604,9130.089,175.584,181.4882,6.131846,44.54191,13.31927
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103204,163.5388,60.31415,78.38058,549.4557,132.9722,122.8595,4.46526,81.65734,108.6525
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103205,220.0859,123.4495,165.9024,3731.164,151.2068,175.3482,6.748234,59.45017,85.67874
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103206,123.7062,172.0022,238.3198,9935.321,6.157594,172.6744,1.625588,51.46695,17.83914
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103207,176.3662,169.5574,231.4196,8344.387,123.4905,145.8622,2.826127,16.19733,110.0061
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103208,172.8888,155.0769,205.7376,5003.75,49.11784,144.1219,5.981486,60.62445,47.64435
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103209,225.276,51.78572,68.19069,501.8627,181.9916,193.5676,19.83397,70.37585,180.8209
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103210,355.1291,25.83563,33.72238,108.7837,336.3492,184.9851,10.04722,60.81118,17.05871
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103211,177.0556,147.2617,201.7452,6537.715,41.62661,172.2414,4.830666,193.4699,304.6716
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103212,238.444,132.1688,198.0465,10415.62,78.10197,192.8237,9.466561,53.29292,294.3244
11-082,1,11-082-1 BF.TPS,purple,2,After,G0103213,50.67296,11.48557,14.82125,17.43355,45.34318,154.498,13.96409,85.8731,171.1922
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133359,116.0475,113.5372,150.437,2636.182,91.65502,98.11095,89.53061,NA,NA
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133360,77.54306,105.0331,138.3685,2078.328,37.47405,45.84237,45.8144,NA,10.94657
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133361,84.05709,100.667,134.1223,2230.422,62.01583,105.8259,110.5805,NA,83.205
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133362,97.38699,140.6683,182.1897,2809.395,66.5355,105.1,219.9893,NA,31.8032
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133363,165.0547,152.4883,209.1178,7080.985,110.6506,91.09702,248.6375,NA,24.4533
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133364,97.00932,104.1158,131.4678,818.9093,19.30587,14.70671,48.30718,NA,27.45364
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133365,129.445,132.5038,166.6429,1147.156,19.58188,141.0676,222.1775,NA,38.44874
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133366,147.7492,114.8001,153.1836,2957.298,99.9581,128.5142,252.1286,NA,30.53937
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133367,106.9407,109.0387,148.7627,3436.959,45.78006,121.7766,254.5206,NA,59.91848
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133368,142.9532,131.9703,177.3416,4260.66,128.0844,94.65507,168.3934,NA,49.22687
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133369,169.5916,117.8293,158.9619,3554.598,123.4194,133.0323,283.1133,NA,14.89049
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133370,65.00617,85.66351,114.2604,1638.473,39.76477,83.70207,76.06042,NA,53.18363
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133371,111.6211,146.5519,199.1629,5959.717,84.36102,86.99444,161.454,NA,19.62333
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133372,133.8708,138.5574,187.3558,5043.993,87.63257,116.4346,246.8781,NA,29.87637
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133373,138.3757,125.7339,163.7192,2472.368,102.3254,101.7563,238.2007,NA,25.43778
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133374,110.8344,120.6339,160.7715,3214.956,81.40362,77.0335,178.9817,NA,26.74378
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133375,78.88718,117.0686,157.9002,3499.923,32.0244,24.40475,105.1738,NA,22.73938
11-082,2,11-082-2 BF.TPS,light blue,2,Before,G0133376,87.99189,111.5587,145.9709,2111.598,32.56676,44.99243,67.72332,NA,24.9064
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133377,42.2501,52.02229,69.46601,612.8385,18.3856,37.34129,55.58733,152.4556,NA
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133378,40.55629,39.87577,52.35444,284.697,22.05969,44.21737,52.48914,167.915,20.3457
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133379,38.76813,40.73188,52.68824,229.9374,28.58909,37.93795,61.60312,171.595,12.90259
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133380,88.79094,75.12757,101.7276,1505.83,50.43978,155.4532,168.3288,169.0567,16.91678
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133381,141.7383,68.97833,95.85988,1641.681,120.3314,184.8882,268.9336,213.5056,29.48397
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133382,116.1242,138.9215,188.62,5302.998,65.25584,126.5923,242.572,185.2219,48.55798
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133383,108.0891,115.8407,156.4259,3472.377,24.43021,136.1107,212.9312,194.0875,8.411214
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133384,113.8215,116.8177,153.3737,2443.146,44.61214,28.91869,67.77478,120.8424,9.615829
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133385,101.7056,124.4364,172.5131,5227.301,76.28181,41.08469,122.5808,170.3931,53.87679
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133386,76.72018,127.3928,179.5083,6303.877,37.27252,21.10897,62.53163,151.66,22.67132
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133387,107.3184,148.3975,210.6499,9072.51,53.89266,14.96308,103.9887,130.4546,28.93135
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133388,65.52533,108.9716,148.3816,3363.903,31.10244,11.11179,68.91835,123.7704,7.044409
11-082,2,11-082-2 BF.TPS,light blue,2,After,G0133389,63.59324,97.17715,128.4197,1861.209,28.92329,35.28478,105.5056,156.5998,31.30185
